2	16	23	25	49	0	6	9	S
1	4	19	25	36	0	3	11	S
12	19	36	42	43	0	5	8	S
12	15	26	42	49	0	5	8	S
14	19	21	24	49	0	5	11	S
5	7	10	34	44	0	2	10	S
1	21	26	40	43	0	6	9	S
1	8	9	14	23	0	1	7	S
9	14	16	23	40	0	1	5	S
4	7	13	28	37	0	10	11	S
5	13	15	33	50	0	9	11	S
23	25	32	37	42	0	1	11	S
13	14	30	32	39	0	3	9	S
3	10	22	37	50	0	6	10	S
3	20	28	31	49	0	2	5	S
6	9	13	28	37	0	4	5	S
3	27	32	41	46	0	4	8	S
6	9	10	21	36	0	2	6	S
1	5	23	29	32	0	1	7	S
15	24	38	40	48	0	2	9	S
10	12	27	30	47	0	8	9	S
2	30	38	43	46	0	2	7	S
10	19	38	43	46	0	1	11	S
1	2	10	30	44	0	1	8	S
5	26	33	35	40	0	3	8	S
6	10	31	36	39	0	6	10	S
4	37	38	39	44	0	4	7	S
5	20	31	32	36	0	6	7	S
3	10	25	27	40	0	3	9	S
18	19	20	40	41	0	7	10	S
6	22	26	29	48	0	5	6	S
8	11	23	27	35	0	4	11	S
3	5	21	40	43	0	6	11	S
12	17	29	38	48	0	9	11	S
8	17	18	27	39	0	1	7	S
2	15	25	35	45	0	8	10	S
16	29	30	37	50	0	6	8	S
9	14	16	17	26	0	10	11	S
4	30	34	46	49	0	7	8	S
6	7	23	37	38	0	10	11	S
10	17	18	33	40	0	2	8	S
6	13	18	39	43	0	2	8	S
3	17	26	38	40	0	4	10	S
8	27	39	46	49	0	2	6	S
8	13	17	21	34	0	6	7	S
11	12	20	25	36	0	6	9	S
7	25	30	32	39	0	2	8	S
17	19	21	30	45	0	8	10	S
7	28	29	43	48	0	3	10	S
12	15	26	29	47	0	3	11	S
1	40	42	43	47	0	9	11	S
11	20	22	29	32	0	1	8	S
7	18	21	32	35	0	2	11	S
11	14	26	29	49	0	3	9	S
13	14	23	30	37	0	2	8	S
14	23	26	27	29	0	7	10	S
7	29	33	34	39	0	7	8	S
8	15	17	44	49	0	5	8	S
10	18	19	29	50	0	1	9	S
14	16	39	40	42	0	1	4	S
8	9	27	45	50	0	8	10	S
6	19	21	27	45	0	1	8	S
11	29	30	31	34	0	4	7	S
27	31	33	42	50	0	2	5	S
4	16	18	43	47	0	6	10	S
7	10	11	12	19	0	2	9	S
4	7	39	44	45	0	3	5	S
2	3	8	15	16	0	4	11	S
1	5	21	39	44	0	4	11	S
10	15	39	45	50	0	9	10	S
16	21	34	40	50	0	6	9	S
23	32	36	43	49	0	7	8	S
2	9	21	35	46	0	2	11	S
14	20	27	29	44	0	7	10	S
1	21	22	43	48	0	7	9	S
6	18	19	34	36	0	1	8	S
5	8	15	35	41	0	4	5	S
6	7	18	33	41	0	3	10	S
11	12	15	18	44	0	3	9	S
11	15	28	34	37	0	1	8	S
3	6	10	19	24	0	5	7	S
4	16	22	38	49	0	6	9	S
7	14	20	31	42	0	3	9	S
10	15	16	36	37	0	3	9	S
5	8	10	11	37	0	7	9	S
5	9	17	32	34	0	6	8	S
2	7	8	45	48	0	1	9	S
7	23	29	37	41	0	1	8	S
3	4	20	45	48	0	6	8	S
5	6	7	21	24	0	5	6	S
18	24	35	44	45	0	5	11	S
26	30	31	35	37	0	8	11	S
5	35	42	44	47	0	8	9	S
14	29	30	40	46	0	3	6	S
7	14	19	47	49	0	3	10	S
1	10	17	20	42	0	8	9	S
3	19	20	25	26	0	6	10	S
24	26	28	36	45	0	7	10	S
5	19	29	31	40	0	3	10	S
6	14	17	42	45	0	1	8	S
2	24	30	34	39	0	8	11	S
24	32	34	35	49	0	1	2	S
22	23	25	30	43	0	5	9	S
18	25	39	44	50	0	5	8	S
27	29	37	39	49	0	2	4	S
8	20	24	28	49	0	8	9	S
2	30	32	39	44	0	6	10	S
10	24	26	39	40	0	3	10	S
3	14	37	42	48	0	1	10	S
11	23	26	38	44	0	1	8	S
4	5	18	22	23	0	1	3	S
2	6	23	30	31	0	2	10	S
23	30	47	49	50	0	2	7	S
6	8	11	13	21	0	7	8	S
5	14	17	25	47	0	9	10	S
3	25	28	34	50	0	1	11	S
4	10	14	37	46	0	4	7	S
2	5	18	30	43	0	1	10	S
12	24	39	42	44	0	3	11	S
13	17	20	30	45	0	9	10	S
10	26	30	39	50	0	7	8	S
17	31	33	44	50	0	7	11	S
9	13	15	19	24	0	3	8	S
5	10	31	33	40	0	8	10	S
6	29	30	38	45	0	1	8	S
15	33	41	44	47	0	8	10	S
29	30	32	34	46	0	3	6	S
8	17	21	31	34	0	9	10	S
6	21	24	32	45	0	1	11	S
14	20	30	38	49	0	3	4	S
22	24	25	28	49	0	3	6	S
6	18	39	44	50	0	8	11	S
17	26	27	45	49	0	2	3	S
8	9	19	25	49	0	2	10	S
23	29	31	39	44	0	5	8	S
3	7	12	13	25	0	5	8	S
2	15	28	31	37	0	4	6	S
1	3	31	42	46	0	4	11	S
5	8	37	47	48	0	2	3	S
3	15	25	44	49	0	1	9	S
6	10	15	23	41	0	4	10	S
3	7	25	32	36	0	1	6	S
4	7	28	32	37	0	5	10	S
2	3	17	36	38	0	4	11	S
17	32	36	38	48	0	5	8	S
2	14	21	36	46	0	7	11	S
13	25	32	38	46	0	1	10	S
1	6	13	17	26	0	3	5	S
10	13	20	33	41	0	3	9	S
10	15	17	40	45	0	1	2	S
3	9	20	30	42	0	1	6	S
20	21	27	33	40	0	3	10	S
1	13	40	48	49	0	8	10	S
4	5	15	23	32	0	3	7	S
6	29	42	45	47	0	9	10	S
9	21	28	30	38	0	1	8	S
4	13	23	48	50	0	5	10	S
3	13	15	33	42	0	5	7	S
13	27	35	46	47	0	1	2	S
12	13	14	29	35	0	1	7	S
6	8	34	38	48	0	3	9	S
4	29	30	35	50	0	2	4	S
9	13	26	31	33	0	7	11	S
8	15	19	24	35	0	8	10	S
1	18	23	46	50	0	3	9	S
5	25	31	39	45	0	1	8	S
2	9	26	32	38	0	3	6	S
10	22	36	45	48	0	4	11	S
4	17	29	35	49	0	1	2	S
4	7	11	34	47	0	7	8	S
4	5	21	23	30	0	8	10	S
7	16	19	22	33	0	2	5	S
21	29	35	43	46	0	1	9	S
5	7	19	21	42	0	5	11	S
24	44	46	48	50	0	5	10	S
10	23	35	40	43	0	3	9	S
9	10	12	24	43	0	5	9	S
1	24	43	45	50	0	5	8	S
1	11	29	41	43	0	3	11	S
15	18	20	27	34	0	1	3	S
5	22	35	38	49	0	4	7	S
8	18	22	24	27	0	4	11	S
4	18	39	43	47	0	2	6	S
18	22	25	27	39	0	5	10	S
31	33	34	39	45	0	2	10	S
1	7	20	21	48	0	4	7	S
5	15	25	38	49	0	1	2	S
11	13	37	40	48	0	8	9	S
16	18	22	28	46	0	9	11	S
12	18	21	32	33	0	1	11	S
7	25	34	40	49	0	9	11	S
2	15	32	39	44	0	5	10	S
5	24	27	41	45	0	6	7	S
7	13	16	25	26	0	1	6	S
3	8	31	34	47	0	9	11	S
5	33	36	38	47	0	4	9	S
23	26	29	37	40	0	3	4	S
4	13	30	34	47	0	2	6	S
3	21	26	28	45	0	7	10	S
5	19	24	31	37	0	1	9	S
4	30	31	38	42	0	2	11	S
18	23	26	35	44	0	3	11	S
13	21	24	44	49	0	1	9	S
13	15	20	24	46	0	1	8	S
21	24	31	39	47	0	3	7	S
3	14	26	47	50	0	7	11	S
8	12	19	30	33	0	4	11	S
11	18	29	42	49	0	4	11	S
6	10	28	45	50	0	10	11	S
16	18	26	38	44	0	8	10	S
3	4	19	28	43	0	3	7	S
7	20	26	28	50	0	2	8	S
7	30	37	39	42	0	5	7	S
8	27	34	36	39	0	5	10	S
6	24	25	27	30	0	5	9	S
1	4	23	33	44	0	7	8	S
5	10	38	40	41	0	1	8	S
3	5	22	27	44	0	1	6	S
12	32	38	43	44	0	2	7	S
21	25	28	35	42	0	4	6	S
13	17	28	30	32	0	5	7	S
23	26	36	37	49	0	6	7	S
2	4	6	19	39	0	2	7	S
8	17	25	41	47	0	1	2	S
